title,company_name,need_level,need_grade,region,employ_type,rank,pay,section
(주)우아한형제들,각 부문별 경력/신입 인재영입,신입·경력,학력무관,송파구,정규직,,,ML
플렉스매치(주),커머스 플랫폼 AI 개발자,경력3년↑,학력무관,구로구,정규직,,,ML
빅웨이브로보틱스㈜,AI Researcher,경력,대졸↑,강남구,정규직,,,ML
㈜데이터노우즈,AI/ML 엔지니어(2년-5년),경력2년↑,대졸↑,강남구,정규직,,,ML
㈜아이스크림아트,AI연구소 AI기반 연구팀원 (경력),경력5년↑,대졸↑,강남구,정규직,주임~대리급,,ML
㈜아이스크림아트,AI연구소 AI기반 연구팀장,경력7년↑,대졸↑,강남구,정규직,주임~대리급,,ML
그로들,AI LLM 개발자,경력6년↑,대졸↑,강남구,정규직,,,ML
토르드라이브,시니어 소프트웨어 엔지니어 Perception,경력3년↑,석사↑,영등포구,정규직,,,ML
메디웨일,머신러닝 엔지니어,신입,학력무관,강남구,정규직,,,ML
딥브레인 AI,머신러닝/딥러닝 엔지니어 (전문연구요원 가능),경력,석사↑,강남구,정규직,,,ML
㈜옵트에이아이,[병역특례]LLM Research 엔지니어,경력1년↑,석사↑,강서구,정규직,,,ML
㈜옵트에이아이,LLM Research 엔지니어,경력1년↑,석사↑,강서구,정규직,,,ML
㈜옵트에이아이,[병역특례]모델 컴프레션 리서치 엔지니어,경력1년↑,석사↑,강서구,정규직,,,ML
㈜옵트에이아이,모델 컴프레션 리서치 엔지니어,경력1년↑,석사↑,강서구,정규직,,,ML
㈜옵트에이아이,임베디드 AI 개발자 (C++),경력1년↑,석사↑,강서구,정규직,,,ML
㈜옵트에이아이,[병역특례]임베디드 AI 개발자 (C++),경력1년↑,석사↑,강서구,정규직,,,ML
㈜시어스랩,3D 비전 엔지니어,경력3년↑,대졸↑,서초구,정규직,주임~대리급,"4,000~10,000만원",ML
㈜옵트에이아이,[병역특례]비전 AI 어플리케이션 엔지니어,경력1년↑,석사↑,강서구,정규직,,,ML
㈜옵트에이아이,비전 AI 어플리케이션 엔지니어,경력1년↑,석사↑,강서구,정규직,,,ML
㈜시어스랩,AI 엔지니어,경력3년↑,대졸↑,서초구,정규직,주임~대리급,"4,000~10,000만원",ML
블루닷㈜,딥러닝 알고리즘 엔지니어,경력6년↑,대졸↑,강남구,정규직,,,ML
비솔,[가산] 컴퓨터 비전 AI 개발,경력5년↑,학력무관,금천구,정규직,,,ML
㈜와탭랩스,AI/ML 엔지니어,경력5년↑,학력무관,서초구,정규직,,,ML
웨이센,AI Research Engineer 시니어,경력5년↑,대졸↑,강남구,정규직,,,ML
블루닷㈜,딥러닝 알고리즘 엔지니어(신입),신입,대졸↑,강남구,정규직,,,ML
㈜모빌린트,NPU FAE,경력5년↑,학력무관,강남구,정규직,,,ML
㈜모빌린트,NPU Compiler Engineer,경력1년↑,학력무관,강남구,정규직,,,ML
㈜모빌린트,NPU Platform Engineer,경력5년↑,학력무관,강남구,정규직,,,ML
㈜모빌린트,DL Optimization Engineer,경력1년↑,학력무관,강남구,정규직,,,ML
㈜옵트에이아이,머신비전 엔지니어,경력1년↑,석사↑,강서구,정규직,,,ML
㈜모빌린트,DL Research Engineer,경력1년↑,학력무관,강남구,정규직,,,ML
㈜세종교육,"[IT취업률100프로]무료 취준생모집(국내/일본, 수도권무료숙식 제공/비전공자 가능) 국비무료교육 취업준비",신입·경력,학력무관,강남구,연수생/교육생,,,ML
엠비씨(MBC)아카데미 컴퓨터교육센터,"[서울/경기] 수강료 0원 무료 취업교육생 과정모집(인공지능AI,빅데이터,풀스택,웹디자인,게임,메타버스)",신입·경력,고졸↑,관악구,연수생/교육생,,,ML
휴먼교육센터,[국비무료/기숙사무료] 파이썬/데이터분석/인공지능/풀스택(무료숙식제공),신입·경력,학력무관,영등포구,연수생/교육생,,,ML
한국ICT인재개발원,[국비무료IT취업교육]JAVA웹앱/프론트엔드/백엔드/풀스택/빅데이터/인공지능 외 자바개발자취업교육과정/준,신입·경력,고졸↑,연수생/교육생,,,,ML
(재)씨젠의료재단,(재)씨젠의료재단 AI연구소 AI연구개발팀 전문인력채용,경력2년↑,석사↑,성동구,정규직,주임~대리급,,ML
㈜빅밸류,[빅밸류] Data Architect 모집,경력무관,학력무관,중구,정규직,사원급,,ML
서울아산병원,[서울아산병원 연구중심육성과제] AI Scientist 채용,경력,석사↑,송파구,계약직,팀원,,ML
에스디바이오센서㈜,[12월/경력/청담] AI(알고리즘) 개발 팀장 채용,경력,대졸↑,강남구,정규직,,,ML
㈜피엠그로우,[피엠그로우] 데이터 사이언티스트 채용 (전기차 배터리),경력5년↑,대졸↑,서초구,정규직,팀원,,ML
㈜피엠그로우,[피엠그로우] 데이터 분석가 채용 (전기차 배터리),경력2년↑,대졸↑,서초구,정규직,팀원,,ML
㈜미니게이트,[경력 3년 이상] ML(AI) Engineer 모집합니다.,경력3년↑,학력무관,강남구,정규직,주임~대리급,,ML
더치트주식회사,데이터 애널리스트 / 데이터분석 전문가 / 통계 전문가 / Data Analyst (통,경력무관,대졸↑,구로구,정규직,,"3,000~10,000만원",ML
㈜머니무브,신용평가시스템(CSS) 개발 및 운영 담당자 채용,경력2년↑,학력무관,강남구,정규직,,,ML
바이다,㈜바이다 각 부문별 경력 및 신입 채용,신입·경력,초대졸↑,중구,정규직,,,ML
핫셀러,"[핫셀러] 개발 직군 신입/경력 채용 (백엔드, 플러터)",신입·경력,학력무관,동대문구,정규직,,,ML
㈜천재교육,[천재교육] AI센터 언어처리팀 각 부문별 개발자 모집(경력),경력5년↑,학력무관,금천구,정규직,팀원,,ML
㈜클래스유,[클래스유] 머신러닝 엔지니어,경력3년↑,대졸↑,중구,정규직,,,ML
㈜천재교육,[천재교육] AI센터 이미지검색팀 LLM Application 개발자 모집,경력1년↑,학력무관,금천구,정규직,팀원,,ML
트리플하이엠,[연구소] 온라인 마케팅 데이터 분석 및 설계 (경력),경력2년↑,대졸↑,금천구,정규직,팀원,,ML
㈜비바리퍼블리카,Data Scientist(Image Generation),경력,학력무관,강남구,정규직,,,ML
㈜비바리퍼블리카,Data Scientist(CSS),신입,학력무관,강남구,정규직,,,ML
㈜마크애니,인공지능/컴퓨터 비전 연구개발 신입/경력사원 채용,신입·경력3년↑,석사↑,중구,정규직,,,ML
㈜알라딘커뮤니케이션,AI 엔지니어 개발자,경력5년↑,학력무관,중구,정규직,,,ML
주식회사 여기어때컴퍼니,RPA Engineer,경력3년↑,학력무관,강남구,정규직,,,ML
제이씨현시스템㈜,제이씨현시스템(주) AI연구소장 채용 (경력),경력5년↑,대졸↑,용산구,정규직,팀원,,ML
㈜이씨마이너,"빅데이터/AI 솔루션 개발자/C++/신입,경력 모집",신입·경력,대졸↑,강남구,정규직,,,ML
㈜빅밸류,[빅밸류] Data Scientist(공통) 모집,경력무관,학력무관,중구,정규직,사원급,,ML
㈜이씨마이너,빅데이터/AI 분석전문가,신입·경력,대졸↑,강남구,정규직,이상,"3,500만원",ML
㈜크래프톤,[AI] Deep Learning Engineer - RL (경력 무관),신입·경력,강남구,정규직,,,,ML
㈜크래프톤,[AI] Game AI Contents Programmer (2년 이상),경력,강남구,정규직,,,,ML
㈜크래프톤,[AI] AI Engineer - NLP/Chatbot (3년 이상),경력,석사↑,강남구,정규직,,,ML
㈜크래프톤,[AI] Deep Learning Service Dev Team Lead (6년 이상),경력,강남구,정규직,,,,ML
㈜크래프톤,[AI] Junior/Senior Research Scientist - Data-centric AI (2년-7년),경력,강남구,정규직,,,,ML
㈜크래프톤,[AI] Research Scientist - LLM (2년 이상),경력,석사↑,강남구,정규직,,,ML
㈜크래프톤,[AI] Research Scientist - Theory (경력무관),신입·경력,석사↑,강남구,정규직,,,ML
㈜크래프톤,[AI] Deep Learning R&D Internship (인턴),신입,대졸↑,강남구,인턴,,,ML
기아㈜,기아 경력 상시채용 ICT 부문,경력3년↑,대졸↑,서초구,정규직,,,ML
㈜제노레이,[신입 / 경력] 소프트웨어(SW) 우수인재 모집,신입·경력,대졸↑,강남구,정규직,사원급,,ML
잡코리아(유),잡코리아 Tech 인재 상시채용,경력무관,대졸↑,서초구,정규직,,,ML
기산전자㈜,(기술연구소) AI분야 SW연구원 채용,경력3년↑,대졸↑,성동구,정규직,,,ML
뉴로핏㈜,[의료AI기업] 영상 기반 AI 연구원 / 뇌공학 연구원 모집,신입·경력2년↑,석사↑,강남구,정규직,,,ML
큐팁,"딥러닝 리서치 엔지니어 채용 (자연어처리, 컴퓨터비전 등)",경력2년↑,대졸↑,금천구,정규직,,"4,500~7,200만원",ML
㈜이에스피시스템즈,AI Agent 기획 및 서비스 개발자 구합니다.,경력,학력무관,영등포구,정규직,,,ML
㈜라피치,[AI음성기술기업] 기업부설연구소 전문연구요원 채용(병역특례),경력무관,석사↑,강남구,정규직,사원급,,ML
인튜브,빅데이터 분석 및 알고리즘 모델링 경력 사원 모집,경력2년↑,학력무관,강남구,정규직,사원급,,ML
㈜뷰런테크놀로지,[Vueron] Perception Engineer(자율주행 인지 개발자),신입·경력1년↑,대졸↑,서초구,정규직,팀원,,ML
㈜뷰런테크놀로지,[Vueron] Deep Learning Engineer(딥러닝 개발자),신입·경력1년↑,석사↑,서초구,정규직,팀원,,ML
㈜크리에이츠,비전 알고리즘 개발자 (1년 이상),경력1년↑,학력무관,서초구,정규직,사원급,,ML
㈜씨프로,[가산] 2025년 Embedded Linux Device Driver (BSP) 개발자 채용.,경력3년↑,대졸↑,금천구,정규직,사원급,,ML
㈜스타마타,R&D 부문 신입 및 경력 사원 수시채용,경력무관,대졸↑,강남구,정규직,,,ML
(주)퀀타매트릭스,[코스닥상장사] AI엔지니어 모집,경력3년↑,대졸↑,금천구,정규직,주임~대리급,,ML
㈜코드랩이앤티,(빅데이터/AI/파이썬/자바/C#/PLC/유니티) 멘토(훈련보조강사) 채용,경력1년↑,대졸↑,금천구,정규직,,,ML
굿어스데이터㈜,시스템 엔지니어 (신입),신입,학력무관,강남구,정규직,팀원,,ML
㈜젠티,[젠티] 인공지능(AI) 엔지니어 모집(병역특례 전문연구요원 포함),신입·경력,대졸↑,구로구,정규직,사원급,"3,600~10,000만원",ML
에스디티 주식회사,[강남/선릉][기업부설연구소] 하드웨어 설계 엔지니어,경력2년↑,초대졸↑,강남구,정규직,사원급,,ML
㈜이엑서비션,모델링 이미지 프로세싱 개발 구인 합니다.,경력2년↑,초대졸↑,강남구,정규직,팀장/매니저/실장,"3,500~3,800만원",ML
㈜엘로이랩,[서울/AI 초분광 솔루션] AI연구소 AI Researcher 채용(경력),경력,석사↑,구로구,정규직,사원급,,ML
㈜스피링크,[TEXTNET] LLM 기반 풀스택 개발자 채용,경력3년↑,대졸↑,중구,정규직,,,ML
스피치로그㈜,데이터 엔지니어/머신러닝 엔지니어/플랫폼 개발자/프로젝트 매니저 채용,경력3년↑,초대졸↑,용산구,정규직,,,ML
㈜엘로이랩,[서울/AI 초분광 솔루션] 병역특례 AI Researcher 채용,신입·경력,석사↑,구로구,병역특례,사원급,,ML
㈜지에프씨코리아,나라장터(조달) 입찰 - 통계 수학 숫자 공식 정리,경력무관,학력무관,금천구,계약직,,,ML
㈜엘로이랩,[서울/AI 초분광 솔루션] AI Application Engineer 병역 특례 채용,신입·경력,대졸↑,구로구,병역특례,사원급,,ML
㈜메디노드,[스타트업] 메디노드에 합류하실 `AI 개발 (팀장/리더 급)` 분을 모십니다,경력7년↑,석사↑,금천구,정규직,,,ML
㈜엘로이랩,[서울/AI 초분광 솔루션] AI Application Engineer 채용(경력),경력,대졸↑,구로구,정규직,사원급,,ML
에스씨301의원,[SC301의원 삼성동/코엑스] 성형외과 AI엔지니어/개발자(경력자)를 모십니다.,경력,초대졸↑,강남구,정규직,,"5,000~7,000만원",ML
㈜엘로이랩,[서울/AI 초분광 솔루션] AI Application Engineer 인턴 채용,신입,대졸↑,구로구,인턴,사원급,,ML
㈜뉴냅스,[뉴냅스] AI 연구원 채용 공고,경력무관,대졸↑,송파구,정규직,,,ML
시티아이랩㈜,[양재/AI 스타트업] [시티아이랩(주)] 연구원(인턴/신입/경력) 채용,신입·경력,초대졸↑,서초구,정규직,이상,"3,000만원",ML
메디픽셀,[Medipixel] Marketing Manager,경력5년↑,대졸↑,강남구,정규직,,,ML
㈜포디아이비젼,C/C++/Linux 펌웨어 및 임베디드 엔지니어 모집,경력무관,대졸↑,서초구,정규직,,,ML
㈜지브이랩,"머신 비전 프로그램 개발자 (딥러닝, 이미지 프로세싱, 시스템 제어, C++ )",경력3년↑,학력무관,금천구,정규직,이상,"4,000만원",ML
㈜바스젠바이오,"AI약물개발본부 유전체, System biology 분석 연구원 채용 (신입/경력)",경력무관,석사↑,마포구,정규직,주임~대리급,,ML
㈜포디아이비젼,OpenCV/MATLAB/TensorFlow/Python/C/C++/Linux 알고리즘 개발 (팀원)(팀장),신입·경력,대졸↑,서초구,정규직,팀원,,ML
아이칩,"기술개발연구소, 인공지능/헬스케어 소프트웨어 개발 신입/경력 모집",신입·경력,대졸↑,금천구,정규직,,,ML
파인트리파트너스㈜,함께 성장할 분석 컨설턴트 모집합니다.,신입·경력3년↑,대졸↑,마포구,정규직,,"4,000~10,000만원",ML
파인트리파트너스㈜,함께 성장할 생성형 AI 엔지니어를 모집합니다.,신입·경력3년↑,대졸↑,마포구,정규직,,"4,000~10,000만원",ML
굿어스데이터㈜,"시스템 엔지니어 (경력 1년 이상, 15년 이하)",경력1년↑,초대졸↑,강남구,정규직,팀원,,ML
㈜아이스크림아트,(주)아이스크림아트 AI연구소 AI기반연구팀장/팀원(경력) 채용,경력5년↑,대졸↑,강남구,정규직,과장~차장급,,ML
㈜두원전자통신,[(주)두원전자통신] 인공지능 AI 서비스 개발 및 유지보수 경력직(팀장급),경력6년↑,대졸↑,금천구,정규직,과장~차장급,,ML
㈜스피링크,AI 학습 데이터 설계/구축 PM(프로젝트 매니저),경력5년↑,대졸↑,중구,정규직,,,ML
㈜RGA Inc.,로봇 AI 음성(책임/선임급) 개발 연구원 채용,경력무관,석사↑,서초구,정규직,주임~대리급,"3,600~12,000만원",ML
㈜스피랩,경력 AI 개발자 채용,경력,학력무관,강남구,정규직,,,ML
마크클라우드,데이터 분석 및 모델 개발 인턴 모집,경력무관,대졸↑,강남구,인턴,,,ML
비아이매트릭스,[코스닥기업] 생성형 AI 엔지니어 채용,경력5년↑,대졸↑,강남구,정규직,과장~차장급,,ML
비아이매트릭스,[코스닥기업] 생성형 AI 컨설턴트 채용,경력2년↑,대졸↑,강남구,정규직,,,ML
㈜티디지,[티디지] M365 엔지니어 채용 (경력),경력2년↑,초대졸↑,강남구,정규직,팀원,,ML
㈜덴컴,[음성 AI 기업 덴컴] 치과 AI 솔루션 기획 치과위생사 채용,경력3년↑,대졸↑,강남구,정규직,팀원,,ML
㈜마인드에이아이,Reinforcement Learning Engineer,경력무관,석사↑,강서구,정규직,,,ML
㈜피트릭스,[현대자동차 사내벤처 피트릭스] AI Tech Lead,경력8년↑,석사↑,강남구,정규직,팀장/매니저/실장,,ML
㈜덴컴,[음성 AI 기업 덴컴] AI Team Leader 채용,경력8년↑,대졸↑,강남구,정규직,과장~차장급,,ML
㈜덴컴,[음성 AI 기업 덴컴] ML Optimization 엔지니어 채용,경력3년↑,대졸↑,강남구,정규직,팀원,,ML
㈜마인드에이아이,Software Engineer,경력3년↑,대졸↑,강서구,정규직,,,ML
㈜덴컴,[음성 AI 기업 덴컴] 기술 총 책임자(CTO) 채용,경력10년↑,대졸↑,강남구,정규직,본부장/센터장,,ML
㈜마인드에이아이,Data Engineer,신입·경력2년↑,대졸↑,강서구,정규직,,,ML
㈜인딥에이아이,AI채용솔루션 백엔드 개발자(NLP 및 데이터 처리) 우수인재 모집,신입·경력1년↑,대졸↑,강남구,정규직,주임~대리급,"3,000~4,000만원",ML
㈜에이브랩스,데이터 분석 (Data Scientist) 채용,신입·경력,학력무관,용산구,정규직,,"3,800~9,000만원",ML
㈜인딥에이아이,AI채용솔루션 프롬프트엔지니어 우수인재 모집,경력2년↑,대졸↑,강남구,정규직,주임~대리급,"3,500~4,500만원",ML
㈜딥노이드,의료R&D본부 - 뇌영상연구팀 AI연구원,경력3년↑,석사↑,구로구,정규직,,,ML
㈜한국정보공작소,연구소장님을 모십니다. (AI 비전시스템 개발 총괄 및 개발),경력8년↑,대졸↑,금천구,정규직,부장급,,ML
굿어스데이터㈜,Naver Cloud 엔지니어 (경력 1년 이상 5년 이하) 채용,경력1년↑,학력무관,강남구,정규직,팀원,,ML
㈜리플에이아이,[RippleAI] 서울대 컴퓨터공학부 교수님과 함께할 AI연구원(비전/NLP) 모집,경력무관,대졸↑,마포구,정규직,팀원,"4,500~7,000만원",ML
㈜한국정보공작소,[기업부설연구소] AI 기반 비전시스템 개발 정규직 전문연구원 모집,신입·경력1년↑,대졸↑,금천구,정규직,주임~대리급,,ML
㈜트릿지,[TRIDGE] ML Engineer (산업기능요원),경력무관,학력무관,서초구,계약직,,,ML
매드업,[테크사업부] AI Engineer 채용,경력3년↑,대졸↑,서초구,정규직,,,ML
㈜영유진,IT 컨설턴트 채용,경력무관,대졸↑,송파구,정규직,,,ML
㈜원아이소프트,풀스텍 개발자 채용 공고,경력5년↑,대졸↑,강남구,정규직,과장~차장급,,ML
㈜버블콘,(주)버블콘 백엔드 개발 PL/PM 경력 채용 (Python),경력7년↑,학력무관,구로구,정규직,과장~차장급,,ML
디에스㈜,디에스(DEEPSEERS) 경력/신입 개발자 채용 공고,신입·경력,대졸↑,마포구,정규직,,"3,600~6,000만원",ML
㈜에스아이시티,[SICT] RPA 개발자 및 PM/PL 채용,경력5년↑,초대졸↑,강남구,정규직,,,ML
에너자이,에너자이 AI 컴파일러 엔지니어 채용 공고 (전문연구요원 가능),경력무관,학력무관,강남구,정규직,,,ML
로민,멀티모달 AI 엔지니어 채용,경력2년↑,대졸↑,서초구,정규직,,,ML
㈜RGA Inc.,"로봇 개발(기구설계, SLAM, AI, 소프트웨어플랫폼 등) 채용",경력무관,대졸↑,서초구,정규직,,,ML
㈜리버트론,[정규직] 소프트웨어 개발,신입·경력,대졸↑,영등포구,정규직,,,ML
㈜에스아이시티,[SICT] RPA 개발자 채용,신입·경력1년↑,초대졸↑,강남구,정규직,,,ML
한국딥러닝㈜,AI 엔지니어(데이터),경력3년↑,학력무관,서초구,정규직,팀원,,ML
㈜케타버스,AI 개발자 겸 플랫폼 개발(시스템 엔지니어) 구인/재택근무 가능,경력,초대졸↑,전지역,정규직,과장~차장급,300~400만원(월),ML
㈜나비프라,[나비프라] AI 엔지니어,신입·경력,학력무관,서초구,정규직,,,ML
㈜퀀텀에이아이,[AI SaaS 기업] 인공지능 R&D 연구원 모집,경력무관,대졸↑,중구,정규직,팀원,,ML
제트서브,온라인 비디오 플랫폼(OVP) 서비스 백엔드 개발자 모집,신입,대졸↑,강서구,정규직,사원급,,ML
한화시스템,AI서비스 Backend 개발자 경력사원 채용,경력,학력무관,중구,정규직,,,ML
㈜커먼컴퓨터,[커먼컴퓨터] 병역특례 전문연구요원 채용 (석사 이상),신입,석사↑,동작구,정규직,사원급,"5,000~10,000만원",ML
㈜펀진,시계열 데이터 AI 모델 개발자 경력직 (유관 경력 2년이상) 채용,경력2년↑,학력무관,성동구,정규직,주임~대리급,,ML
㈜자이언트스텝,[자이언트스텝] 인공지능 서비스 개발 채용 (신입/경력),경력무관,학력무관,강남구,정규직,,,ML
씨이랩,[씨이랩] Solution 영업 (Server Sales 경력 / 8년이상),경력8년↑,대졸↑,강남구,정규직,팀원,,ML
㈜엔코아,[엔코아] 기업부설연구소 AI Hub 팀의 개발 인력 채용,경력,학력무관,마포구,정규직,,,ML
㈜데이터위버,[신입] NLP LLM 연구원,신입,대졸↑,금천구,정규직,사원급,"4,000~4,500만원",ML
㈜인피닉,[인공지능 연구소] 인공지능 및 지식그래프 연구/개발 신입 및 경력 채용,경력무관,대졸↑,강남구,정규직,,"3,000~10,000만원",ML
㈜엠폴,(주)엠폴 AI데이터 사이언티스트 모집합니다.,경력5년↑,학력무관,강서구,정규직,,,ML
㈜엠트리센,머신 러닝 엔지니어 정규직 채용,경력3년↑,대졸↑,금천구,정규직,,,ML
퀘스트글로벌코리아 유한회사,[Quest Global] 임베디드 리눅스 SW개발자 (자율주행 영상시스템),경력3년↑,대졸↑,강남구,정규직,,,ML
㈜스카이오토넷,자율주행S/W 개발자 채용,신입·경력1년↑,대졸↑,서초구,정규직,팀원,,ML
㈜옵트에이아이,LLM Research 엔지니어,경력,석사↑,강서구,정규직,,,ML
㈜옵트에이아이,임베디드 AI 개발자 (C++),경력,석사↑,강서구,정규직,,,ML
㈜옵트에이아이,모델 컴프레션 리서치 엔지니어,경력,석사↑,강서구,정규직,,,ML
㈜옵트에이아이,비전 AI 어플리케이션 엔지니어,경력,석사↑,강서구,정규직,,,ML
㈜큐노바,㈜큐노바 [R&D/제품개발/자금회계] 부문별 신입경력 채용,신입·경력,대졸↑,강남구,정규직,,,ML
마크클라우드,"AI 개발(Python), 데이터 분석 및 사업 기획 신규/경력 모집 - 정규직",신입·경력,대졸↑,강남구,정규직,,,ML
바이오팝코리아,"바이오팝코리아 기술연구소 연구원 구인(전자, 분광)",경력무관,학력무관,강남구,정규직,,,ML
㈜엠폴,(주)엠폴 R&D 연구소장 채용합니다.,경력5년↑,학력무관,강서구,정규직,,,ML
에쓰오씨소프트㈜,"데이터분석가, 인공지능 개발자 채용 공고",경력2년↑,초대졸↑,구로구,정규직,,,ML
㈜페르소나에이아이,AI 음성인식 개발자 채용,경력5년↑,학력무관,강남구,정규직,주임~대리급,,ML
㈜델타엑스,AI R&D / 3D 비전 / 개발 / Data Scientist 병역 특례 전문연구요원 모집,신입·경력,석사↑,구로구,정규직,이상,"3,000만원",ML
㈜델타엑스,AI 연구원 및 개발자 모집,경력무관,대졸↑,구로구,정규직,이상,"3,000만원",ML
탑클릭,[경기/부천] 웹기획 정규직 채용,경력3년↑,대졸↑,강서구,정규직,이상,"4,000만원",ML
에듀템,인공지능 기술개발 및 연구,신입·경력,초대졸↑,마포구,정규직,,,ML
로보에테크놀로지,AI 비전 기술 개발 엔지니어 채용,경력2년↑,대졸↑,강남구,정규직,주임~대리급,,ML
메디픽셀,[Medipixel] PR Manager,경력3년↑,대졸↑,강남구,정규직,,,ML
㈜화이트스캔,[데이터분석] 경력직 채용,경력,대졸↑,용산구,정규직,,,ML
㈜크라우드웍스,[크라우드웍스] 병특/전문연구요원 전형) 서비스개발실 AI-Software engine,경력무관,석사↑,강남구,병역특례,,,ML
데이터마케팅코리아,(주)데이터마케팅코리아 데이터 엔지니어링 직무 채용,경력3년↑,초대졸↑,강남구,정규직,주임~대리급,,ML
㈜한국정보기술단,데이터표준품질부문 경력채용 (정규직),경력3년↑,대졸↑,서초구,정규직,,,ML
㈜노르마,[노르마] 양자컴퓨팅 연구원(신입 및 경력),신입·경력,대졸↑,성동구,정규직,주임~대리급,,ML
바이온사이트,Senior ML Engineer 채용,경력10년↑,석사↑,성동구,정규직,,"4,000~12,000만원",ML
에너자이,에너자이 AI 최적화 Researcher 채용 공고 (전문연구요원 가능),경력무관,대졸↑,강남구,정규직,,,ML
㈜스카이오토넷,(주)스카이오토넷 - 영상처리 개발자 (병역특례가능),신입·경력1년↑,대졸↑,서초구,정규직,,,ML
에스디티 주식회사,[기업부설연구소] DX 솔루션 펌웨어(F/W) 개발 엔지니어,경력3년↑,초대졸↑,강남구,정규직,사원급,,ML
디딤365㈜,클라우드 구축 및 운영 엔지니어 인재 채용,경력2년↑,초대졸↑,구로구,정규직,사원급,,ML
㈜엑스큐어넷,생성형 AI 모델 연구 및 응용 개발(AI/ML),경력3년↑,초대졸↑,은평구,정규직,팀원,,ML
㈜에이아이네이션,[AInation] 딥러닝 엔지니어 (경력),경력3년↑,학력무관,서초구,정규직,주임~대리급,,ML
㈜메디아크,백엔드 개발자 채용,경력5년↑,학력무관,마포구,정규직,팀장/매니저/실장,"5,000~8,000만원",ML
바이온사이트,Junior ML Engineer 채용,경력3년↑,대졸↑,성동구,정규직,,"4,000~12,000만원",ML
㈜새롬정보시스템,"생성형AI 모델 서빙 개발(Python, PyTorch) 및 텍스트마이닝 경력사원 채용 공고",경력2년↑,초대졸↑,금천구,정규직,,,ML
㈜미피아(Mippia Inc.,음원 유사도 분석 AI 엔지니어 모집,신입,석사↑,동작구,정규직,팀원,"4,000~5,000만원",ML
에너자이,에너자이 ML Engineer/Researcher 채용 공고 (전문연구요원 가능),경력무관,대졸↑,강남구,정규직,,,ML
㈜위키드스톰,연구소 AI팀 개발 팀장급 채용,경력10년↑,대졸↑,강서구,정규직,과장~차장급,,ML
보람정보산업㈜,[보람그룹] RPA 전문가 경력직 채용,경력2년↑,학력무관,중구,정규직,주임~대리급,,ML
㈜아이케이랩 (IKLAB Inc.),딥러닝/컴퓨터비전 엔지니어 (Deep Learning/Computer Vision Engineer),경력무관,석사↑,금천구,정규직,,"4,000~7,200만원",ML
데이터마케팅코리아,(주)데이터마케팅코리아 LLM App Backend 엔지니어링 직무 채용,경력무관,초대졸↑,강남구,정규직,주임~대리급,,ML
딥브레인 AI,[딥브레인AI] 딥러닝 연구원 / 엔지니어 모집 (전문연구요원 가능),신입·경력,석사↑,강남구,정규직,팀원,,ML
㈜도슨티,급성장 AI 스타트업 docenty.ai 서비스 개발 수퍼 개발자 전 직종 채용,경력,학력무관,관악구,정규직,,,ML
㈜밀레니얼웍스,개발자 경력직 채용,경력2년↑,학력무관,마포구,정규직,,"3,000~7,000만원",ML
㈜아이넷캅,[경력·전문연] 딥러닝/머신러닝 개발자 채용(내일채움공제가능),신입·경력1년↑,대졸↑,송파구,정규직,,,ML
㈜에스에이치엘에이비,AI 임베디드 IoT 신입/경력 사원 모집,신입·경력,대졸↑,강남구,정규직,,,ML
㈜파킹고,주차공간분석 영상 AI 개발자 채용,신입·경력3년↑,대졸↑,금천구,정규직,사원급,,ML
㈜어썸좋은생각,[신입/경력]머신러닝 개발자 채용,경력무관,학력무관,강남구,계약직,사원급,"2,600~3,000만원",ML
㈜부동산플래닛,[데이터분석가] Data Analyst 채용,신입·경력,석사↑,강남구,정규직,,,ML
㈜플랜바이테크놀로지스,[Planby Technologies 신입/경력] AI 개발자 모집,경력무관,대졸↑,강남구,정규직,,"3,600~6,500만원",ML
㈜케이에스씨앤씨(KSC&C Inc.),[신입/경력] AI 기반 업무자동화(RPA) 개발자 채용 (UiPath 우대),신입·경력1년↑,초대졸↑,영등포구,정규직,사원급,,ML
㈜노르마,[노르마] 머신러닝/인공지능 개발자 채용(Quantum Machine Learning),신입·경력,대졸↑,성동구,정규직,주임~대리급,,ML
메타빌드㈜,메타빌드(주) AI 개발자 인재 채용,경력무관,대졸↑,서초구,정규직,,,ML
㈜시스원,2025년 (주)시스원 신입 및 경력사원 공채,신입·경력,초대졸↑,강서구,정규직,,,ML
㈜이스트소프트,[채용 연계형] 정보보안/AI 서비스 기획/백엔드개발/인프라보안 부트캠프 교육생 모집,신입·경력,학력무관,서초구,연수생/교육생,,,ML
SDL International Korea Office,"[RWS] AI 프롬프트 평가 작업 / 데이터 스페셜리스트 / 프리랜서, 재택",경력무관,초대졸↑,강남구,프리랜서,,,ML
SDL International Korea Office,[RWS] AI 모델 온라인 평가자 모집,경력무관,초대졸↑,강남구,프리랜서,,,ML
휴먼교육센터,"[휴먼교육센터] AI, 빅데이터 강사 채용(서울 영등포센터)",경력3년↑,초대졸↑,영등포구,프리랜서,,,ML
애드인에듀,자율주행 인공지능 로봇분야 양성 교육생 모집,경력무관,학력무관,금천구,연수생/교육생,,,ML
알토비전,인공지능 학습용 데이터 수집 (의료 문서),경력무관,학력무관,강남구,프리랜서,팀원,"10,000원(건)",ML
